Model,FPR,TPR,AUC
Logistic Regression,0.04719324391455539,0.324281801307624,0.8444910583461248
Logistic Regression,0.04769001490312966,0.3245217821091599,0.8444910583461248
Logistic Regression,0.0482392667631452,0.32502341240762994,0.8444910583461248
Logistic Regression,0.04872165943077665,0.32527422755686497,0.8444910583461248
Logistic Regression,0.04918032786885246,0.3274340547706879,0.8444910583461248
Logistic Regression,0.049204052098408106,0.3279356850691579,0.8444910583461248
Logistic Regression,0.049300956585724795,0.32891034393855356,0.8444910583461248
Logistic Regression,0.049686444766039554,0.32941197423702356,0.8444910583461248
Logistic Regression,0.05016883743367101,0.32966278938625865,0.8444910583461248
Logistic Regression,0.050173869846000994,0.3299027701877945,0.8444910583461248
Logistic Regression,0.05065123010130246,0.3301535853370295,0.8444910583461248
Logistic Regression,0.05067064083457526,0.33087352774163714,0.8444910583461248
Logistic Regression,0.05113362276893391,0.33162597318934217,0.8444910583461248
Logistic Regression,0.05116741182314953,0.33282587719702156,0.8444910583461248
Logistic Regression,0.051508462104488596,0.3333132066317194,0.8444910583461248
Logistic Regression,0.05161601543656536,0.33431646722865954,0.8444910583461248
Logistic Regression,0.051664182811723795,0.33503640963326714,0.8444910583461248
Logistic Regression,0.05216095380029806,0.33671627524401826,0.8444910583461248
Logistic Regression,0.053154495777446596,0.3369562560455541,0.8444910583461248
Logistic Regression,0.05365126676602087,0.35159508493924263,0.8444910583461248
Logistic Regression,0.054027978774722624,0.35184590008847766,0.8444910583461248
Logistic Regression,0.05414803775459513,0.3525658424930853,0.8444910583461248
Logistic Regression,0.054451802796173655,0.3530531719277831,0.8444910583461248
Logistic Regression,0.05451037144235408,0.3533039870770182,0.8444910583461248
Logistic Regression,0.0546448087431694,0.35378394868008994,0.8444910583461248
Logistic Regression,0.05514157973174367,0.3578636223061999,0.8444910583461248
Logistic Regression,0.05547515677761698,0.3583652526046699,0.8444910583461248
Logistic Regression,0.0561351217088922,0.37060427348299957,0.8444910583461248
Logistic Regression,0.056439942112879886,0.3711059037814696,0.8444910583461248
Logistic Regression,0.05663189269746647,0.37398567339990013,0.8444910583461248
Logistic Regression,0.05665930831493746,0.3749603322692958,0.8444910583461248
Logistic Regression,0.05740472744814279,0.3754619625677658,0.8444910583461248
Logistic Regression,0.057625434674615006,0.3773818089800529,0.8444910583461248
Logistic Regression,0.05788712011577424,0.37813425442775794,0.8444910583461248
Logistic Regression,0.05812220566318927,0.3795741392369732,0.8444910583461248
Logistic Regression,0.05836951278340569,0.3798249543862082,0.8444910583461248
Logistic Regression,0.058618976651763535,0.3812648391954235,0.8444910583461248
Logistic Regression,0.05911574764033781,0.3836646472107823,0.8444910583461248
Logistic Regression,0.059334298118668596,0.3841662775092523,0.8444910583461248
Logistic Regression,0.05961251862891207,0.398325144799869,0.8444910583461248
Logistic Regression,0.05981669078630005,0.398826775098339,0.8444910583461248
Logistic Regression,0.0602990834539315,0.3993284053968091,0.8444910583461248
Logistic Regression,0.060781476121562955,0.4010841114414541,0.8444910583461248
Logistic Regression,0.06110283159463487,0.4027639770522053,0.8444910583461248
Logistic Regression,0.0612638687891944,0.4035164224999104,0.8444910583461248
Logistic Regression,0.061599602583209144,0.4059162305152691,0.8444910583461248
Logistic Regression,0.06209637357178341,0.40639619211834094,0.8444910583461248
Logistic Regression,0.06222865412445731,0.40714863756604597,0.8444910583461248
Logistic Regression,0.06259314456035768,0.40738861836758183,0.8444910583461248
Logistic Regression,0.06308991554893194,0.4088285031767971,0.8444910583461248
Logistic Regression,0.06358668653750621,0.41026838798601234,0.8444910583461248
Logistic Regression,0.06367583212735166,0.41202409403065743,0.8444910583461248
Logistic Regression,0.06408345752608048,0.41298401723680095,0.8444910583461248
Logistic Regression,0.06415822479498312,0.4132348323860359,0.8444910583461248
Logistic Regression,0.06458022851465474,0.4144347363937153,0.8444910583461248
Logistic Regression,0.06507699950322901,0.4146747171952512,0.8444910583461248
Logistic Regression,0.06557377049180328,0.41515467879832296,0.8444910583461248
Logistic Regression,0.06607054148037754,0.41539465959985883,0.8444910583461248
Logistic Regression,0.06657018813314038,0.4163979201967989,0.8444910583461248
Logistic Regression,0.06705258080077182,0.4166487353460339,0.8444910583461248
Logistic Regression,0.06706408345752608,0.4168887161475698,0.8444910583461248
Logistic Regression,0.06753497346840329,0.41713953129680476,0.8444910583461248
Logistic Regression,0.06756085444610035,0.4183394353044842,0.8444910583461248
Logistic Regression,0.06801736613603473,0.4246098140353595,0.8444910583461248
Logistic Regression,0.06805762543467461,0.43060933407375646,0.8444910583461248
Logistic Regression,0.06849975880366618,0.4308601492229915,0.8444910583461248
Logistic Regression,0.06855439642324888,0.4313401108260632,0.8444910583461248
Logistic Regression,0.06898215147129763,0.4320925562737683,0.8444910583461248
Logistic Regression,0.06905116741182316,0.4328124986783759,0.8444910583461248
Logistic Regression,0.0694645441389291,0.43356494412608093,0.8444910583461248
Logistic Regression,0.06954793840039741,0.43404490572915266,0.8444910583461248
Logistic Regression,0.07004470938897168,0.43452486733222445,0.8444910583461248
Logistic Regression,0.07042932947419199,0.4347756824814595,0.8444910583461248
Logistic Regression,0.07103825136612021,0.43669552889374647,0.8444910583461248
Logistic Regression,0.0713941148094549,0.4374479743414515,0.8444910583461248
Logistic Regression,0.07153502235469449,0.43840789754759496,0.8444910583461248
Logistic Regression,0.07187650747708635,0.43865871269683004,0.8444910583461248
Logistic Regression,0.07203179334326876,0.4396186359029735,0.8444910583461248
Logistic Regression,0.0723589001447178,0.44012026620144357,0.8444910583461248
Logistic Regression,0.07284129281234925,0.44062189649991357,0.8444910583461248
Logistic Regression,0.07302533532041729,0.44110185810298536,0.8444910583461248
Logistic Regression,0.07332368547998071,0.4416034884014554,0.8444910583461248
Logistic Regression,0.07352210630899156,0.4418434692029913,0.8444910583461248
Logistic Regression,0.07380607814761216,0.44259591465069636,0.8444910583461248
Logistic Regression,0.07401887729756582,0.4428358954522322,0.8444910583461248
Logistic Regression,0.0742884708152436,0.44358834089993726,0.8444910583461248
Logistic Regression,0.07477086348287507,0.4455948620938173,0.8444910583461248
Logistic Regression,0.07501241927471436,0.4458348428953532,0.8444910583461248
Logistic Regression,0.07525325615050651,0.44633647319382325,0.8444910583461248
Logistic Regression,0.07542310522442973,0.4468238026285211,0.8444910583461248
Logistic Regression,0.07550919026328863,0.447063783430057,0.8444910583461248
Logistic Regression,0.07579102281089035,0.44755111286475485,0.8444910583461248
Logistic Regression,0.07600596125186289,0.4480310744678266,0.8444910583461248
Logistic Regression,0.07621804148576941,0.44828188961706156,0.8444910583461248
Logistic Regression,0.07650273224043716,0.4485218704185974,0.8444910583461248
Logistic Regression,0.07689477557027226,0.4490091998532953,0.8444910583461248
Logistic Regression,0.07699950322901143,0.449489161456367,0.8444910583461248
Logistic Regression,0.07718282682103232,0.4497399766056021,0.8444910583461248
Logistic Regression,0.0772626931567329,0.4502273060403,0.8444910583461248
Logistic Regression,0.07749627421758569,0.4507072676433717,0.8444910583461248
Logistic Regression,0.07799304520615996,0.45118722924644344,0.8444910583461248
Logistic Regression,0.07814761215629522,0.4519396746941485,0.8444910583461248
Logistic Regression,0.07848981619473423,0.4524196362972203,0.8444910583461248
Logistic Regression,0.07863000482392668,0.4529212665956903,0.8444910583461248
Logistic Regression,0.07898658718330849,0.4531612473972262,0.8444910583461248
Logistic Regression,0.07947019867549669,0.45364857683192406,0.8444910583461248
Logistic Regression,0.07948335817188276,0.4553284424426752,0.8444910583461248
Logistic Regression,0.07959479015918958,0.4560808878903802,0.8444910583461248
Logistic Regression,0.07998012916045703,0.45632086869191607,0.8444910583461248
Logistic Regression,0.08007718282682104,0.4568224989903861,0.8444910583461248
Logistic Regression,0.08020603384841796,0.457309828425084,0.8444910583461248
Logistic Regression,0.08047690014903129,0.45994961724197864,0.8444910583461248
Logistic Regression,0.08097367113760556,0.46042957884505037,0.8444910583461248
Logistic Regression,0.08104196816208394,0.4606803939942854,0.8444910583461248
Logistic Regression,0.08130978660779985,0.46116772342898327,0.8444910583461248
Logistic Regression,0.08147044212617983,0.46212764663512673,0.8444910583461248
Logistic Regression,0.08152436082971538,0.46237846178436176,0.8444910583461248
Logistic Regression,0.08167770419426049,0.46286579121905963,0.8444910583461248
Logistic Regression,0.08196721311475409,0.4631057720205955,0.8444910583461248
Logistic Regression,0.08200675349734685,0.46335658716983047,0.8444910583461248
Logistic Regression,0.08204562178072111,0.46384391660452834,0.8444910583461248
Logistic Regression,0.08246398410332836,0.4640838974060642,0.8444910583461248
Logistic Regression,0.0824891461649783,0.46433471255529923,0.8444910583461248
Logistic Regression,0.08296075509190264,0.4650546549599069,0.8444910583461248
Logistic Regression,0.08314937454010302,0.46602931382930257,0.8444910583461248
Logistic Regression,0.08351729212656366,0.4670039726986983,0.8444910583461248
Logistic Regression,0.08388520971302428,0.467978631568094,0.8444910583461248
Logistic Regression,0.08395429706905116,0.46821861236962986,0.8444910583461248
Logistic Regression,0.08425312729948492,0.4691932712390256,0.8444910583461248
Logistic Regression,0.08445106805762544,0.4696732328420974,0.8444910583461248
Logistic Regression,0.08490110950313555,0.47042567828980236,0.8444910583461248
Logistic Regression,0.08535688005886681,0.47091300772450023,0.8444910583461248
Logistic Regression,0.08572479764532745,0.47237499602859384,0.8444910583461248
Logistic Regression,0.08586589483839846,0.4726258111778288,0.8444910583461248
Logistic Regression,0.08594138102334824,0.47310577278090055,0.8444910583461248
Logistic Regression,0.08609271523178808,0.4740804316502963,0.8444910583461248
Logistic Regression,0.08634828750602991,0.47508369224723634,0.8444910583461248
Logistic Regression,0.08646063281824871,0.4755710216819342,0.8444910583461248
Logistic Regression,0.08683068017366136,0.47582183683116924,0.8444910583461248
Logistic Regression,0.08693492300049677,0.4760618176327051,0.8444910583461248
Logistic Regression,0.08719646799116998,0.476549147067403,0.8444910583461248
Logistic Regression,0.08731307284129282,0.47679996221663795,0.8444910583461248
Logistic Regression,0.08743169398907104,0.4772799238197097,0.8444910583461248
Logistic Regression,0.08792846497764531,0.47751990462124566,0.8444910583461248
Logistic Regression,0.08903605592347315,0.47800723405594353,0.8444910583461248
Logistic Regression,0.08941877794336811,0.4782472148574793,0.8444910583461248
Logistic Regression,0.08972503617945007,0.47874884515594934,0.8444910583461248
Logistic Regression,0.08991554893194237,0.47922880675902113,0.8444910583461248
Logistic Regression,0.09041231992051664,0.479468787560557,0.8444910583461248
Logistic Regression,0.09050772626931568,0.47995611699525487,0.8444910583461248
Logistic Regression,0.09117221418234443,0.48045774729372487,0.8444910583461248
Logistic Regression,0.09140586189766518,0.48069772809526073,0.8444910583461248
Logistic Regression,0.09213699951760733,0.4811993583937308,0.8444910583461248
Logistic Regression,0.09239940387481371,0.48143933919526666,0.8444910583461248
Logistic Regression,0.09289617486338798,0.4816793199968026,0.8444910583461248
Logistic Regression,0.0930831493745401,0.4821666494315004,0.8444910583461248
Logistic Regression,0.09345106696100074,0.48265397886619826,0.8444910583461248
Logistic Regression,0.09455481972038264,0.483141308300896,0.8444910583461248
Logistic Regression,0.09503135552339605,0.4833921234501311,0.8444910583461248
Logistic Regression,0.0952906548933039,0.483879452884829,0.8444910583461248
Logistic Regression,0.0955137481910275,0.484130268034064,0.8444910583461248
Logistic Regression,0.09602649006622517,0.4846175974687618,0.8444910583461248
Logistic Regression,0.09637357178340784,0.48485757827029774,0.8444910583461248
Logistic Regression,0.0963944076526858,0.4853449077049956,0.8444910583461248
Logistic Regression,0.09713024282560706,0.4858322371396935,0.8444910583461248
Logistic Regression,0.09736711376055639,0.48607221794122935,0.8444910583461248
Logistic Regression,0.0974981604120677,0.48704687681062503,0.8444910583461248
Logistic Regression,0.09823399558498896,0.4875342062453229,0.8444910583461248
Logistic Regression,0.09836065573770492,0.48801416784839463,0.8444910583461248
Logistic Regression,0.09840810419681621,0.4882649829976297,0.8444910583461248
Logistic Regression,0.09860191317144959,0.4887523124323275,0.8444910583461248
Logistic Regression,0.09896983075791023,0.48923964186702534,0.8444910583461248
Logistic Regression,0.09933774834437085,0.4897269713017232,0.8444910583461248
Logistic Regression,0.10033767486734202,0.48997778645095824,0.8444910583461248
Logistic Regression,0.1008094186902134,0.4904651158856561,0.8444910583461248
Logistic Regression,0.10117733627667402,0.490952445320354,0.8444910583461248
Logistic Regression,0.10134128166915052,0.49119242612188985,0.8444910583461248
Logistic Regression,0.10183805265772479,0.4914324069234257,0.8444910583461248
Logistic Regression,0.10191317144959529,0.4919197363581235,0.8444910583461248
Logistic Regression,0.10264900662251655,0.4924070657928214,0.8444910583461248
Logistic Regression,0.10274963820549927,0.49265788094205637,0.8444910583461248
Logistic Regression,0.10301692420897719,0.49314521037675424,0.8444910583461248
Logistic Regression,0.10323203087313072,0.49339602552598927,0.8444910583461248
Logistic Regression,0.10371442354076219,0.4936468406752243,0.8444910583461248
Logistic Regression,0.10467920887602508,0.49389765582445927,0.8444910583461248
Logistic Regression,0.10481867858917039,0.49485757903060285,0.8444910583461248
Logistic Regression,0.10522442972774099,0.4953449084653007,0.8444910583461248
Logistic Regression,0.10564399421128799,0.4958465387637707,0.8444910583461248
Logistic Regression,0.10581222056631892,0.4965664811683783,0.8444910583461248
Logistic Regression,0.10630899155489319,0.4968064619699142,0.8444910583461248
Logistic Regression,0.10632818248712289,0.4977811208393099,0.8444910583461248
Logistic Regression,0.10660877954655089,0.4982827511377799,0.8444910583461248
Logistic Regression,0.10706401766004416,0.5016940571806651,0.8444910583461248
Logistic Regression,0.10709117221418235,0.5019448723298999,0.8444910583461248
Logistic Regression,0.10730253353204174,0.5021848531314358,0.8444910583461248
Logistic Regression,0.10743193524650478,0.5026721825661337,0.8444910583461248
Logistic Regression,0.1075735648818138,0.5029229977153687,0.8444910583461248
Logistic Regression,0.10805595754944525,0.5034246280138387,0.8444910583461248
Logistic Regression,0.10829607550919026,0.5043845512199822,0.8444910583461248
Logistic Regression,0.10853568800588669,0.5058465395240758,0.8444910583461248
Logistic Regression,0.10927152317880795,0.5063338689587736,0.8444910583461248
Logistic Regression,0.1092896174863388,0.5065738497603095,0.8444910583461248
Logistic Regression,0.10998552821997105,0.5070754800587794,0.8444910583461248
Logistic Regression,0.11000735835172921,0.5075628094934773,0.8444910583461248
Logistic Regression,0.1107799304520616,0.5097226367073002,0.8444910583461248
Logistic Regression,0.1111111111111111,0.5102099661419981,0.8444910583461248
Logistic Regression,0.11127670144063587,0.5106899277450699,0.8444910583461248
Logistic Regression,0.11177347242921014,0.5198091982034332,0.8444910583461248
Logistic Regression,0.11221486387049301,0.5202965276381311,0.8444910583461248
Logistic Regression,0.1122702434177844,0.5229363164550257,0.8444910583461248
Logistic Regression,0.11239749155812831,0.5231871316042608,0.8444910583461248
Logistic Regression,0.11258278145695365,0.5241617904736564,0.8444910583461248
Logistic Regression,0.11276701440635867,0.5246417520767283,0.8444910583461248
Logistic Regression,0.11295069904341427,0.5251290815114261,0.8444910583461248
Logistic Regression,0.11326378539493294,0.5301686783436795,0.8444910583461248
Logistic Regression,0.11336227689339122,0.5306703086421495,0.8444910583461248
Logistic Regression,0.11368653421633554,0.5321322969462431,0.8444910583461248
Logistic Regression,0.1137605563835072,0.5352520473662095,0.8444910583461248
Logistic Regression,0.11475409836065574,0.5354920281677454,0.8444910583461248
Logistic Regression,0.11480945489628558,0.5357428433169805,0.8444910583461248
Logistic Regression,0.11529184756391703,0.5362444736154505,0.8444910583461248
Logistic Regression,0.11574764033780427,0.5369644160200581,0.8444910583461248
Logistic Regression,0.11624441132637854,0.5381643200277375,0.8444910583461248
Logistic Regression,0.11626195732155997,0.5386516494624354,0.8444910583461248
Logistic Regression,0.1166298749080206,0.5391389788971331,0.8444910583461248
Logistic Regression,0.11674118231495281,0.5405788637063484,0.8444910583461248
Logistic Regression,0.11722141823444283,0.5408296788555834,0.8444910583461248
Logistic Regression,0.11723795330352707,0.5441894100770858,0.8444910583461248
Logistic Regression,0.11770381090207428,0.5446910403755557,0.8444910583461248
Logistic Regression,0.11773472429210134,0.5456509635816992,0.8444910583461248
Logistic Regression,0.11818620356970574,0.5459017787309343,0.8444910583461248
Logistic Regression,0.11823149528067561,0.546381740334006,0.8444910583461248
Logistic Regression,0.11866859623733719,0.546632555483241,0.8444910583461248
Logistic Regression,0.11872826626924987,0.5473524978878487,0.8444910583461248
Logistic Regression,0.1188373804267844,0.5478398273225465,0.8444910583461248
Logistic Regression,0.11922503725782414,0.5495196929332976,0.8444910583461248
Logistic Regression,0.12011577424023155,0.5497705080825327,0.8444910583461248
Logistic Regression,0.12021857923497267,0.5500104888840686,0.8444910583461248
Logistic Regression,0.120598166907863,0.5502613040333036,0.8444910583461248
Logistic Regression,0.12121212121212122,0.5509812464379112,0.8444910583461248
Logistic Regression,0.12141280353200883,0.5529305641767026,0.8444910583461248
Logistic Regression,0.12156295224312591,0.5531813793259376,0.8444910583461248
Logistic Regression,0.12170889220069547,0.5536613409290093,0.8444910583461248
Logistic Regression,0.12204534491075736,0.5539121560782444,0.8444910583461248
Logistic Regression,0.1225277375783888,0.5546646015259494,0.8444910583461248
Logistic Regression,0.12270243417784402,0.555384543930557,0.8444910583461248
Logistic Regression,0.12288447387785136,0.5563592027999528,0.8444910583461248
Logistic Regression,0.12301013024602026,0.5566100179491879,0.8444910583461248
Logistic Regression,0.12319920516641829,0.5575699411553313,0.8444910583461248
Logistic Regression,0.12349252291365172,0.5608305380953865,0.8444910583461248
Logistic Regression,0.12362030905077263,0.56229252639948,0.8444910583461248
Logistic Regression,0.12369597615499255,0.5642123728117671,0.8444910583461248
Logistic Regression,0.12397491558128317,0.5644631879610021,0.8444910583461248
Logistic Regression,0.12419274714356682,0.5654231111671456,0.8444910583461248
Logistic Regression,0.1243561442236939,0.5659104406018435,0.8444910583461248
Logistic Regression,0.12468951813214109,0.5671103446095228,0.8444910583461248
Logistic Regression,0.12518628912071536,0.5675903062125947,0.8444910583461248
Logistic Regression,0.12542209358417752,0.5678411213618296,0.8444910583461248
Logistic Regression,0.12617983109786388,0.5680811021633655,0.8444910583461248
Logistic Regression,0.12638687891944042,0.5688335476110705,0.8444910583461248
Logistic Regression,0.12656364974245768,0.5693208770457684,0.8444910583461248
Logistic Regression,0.12667660208643816,0.5702808002519119,0.8444910583461248
Logistic Regression,0.12686927158707187,0.5705316154011468,0.8444910583461248
Logistic Regression,0.12693156732891833,0.5710189448358447,0.8444910583461248
Logistic Regression,0.12717337307501242,0.5722188488435241,0.8444910583461248
Logistic Regression,0.12729948491537896,0.5746554960170135,0.8444910583461248
Logistic Regression,0.12767014406358668,0.5748954768185492,0.8444910583461248
Logistic Regression,0.1278340569223348,0.5751462919677843,0.8444910583461248
Logistic Regression,0.12816691505216096,0.5773061191816072,0.8444910583461248
Logistic Regression,0.12866368604073522,0.577786080784679,0.8444910583461248
Logistic Regression,0.1287711552612215,0.5792480690887726,0.8444910583461248
Logistic Regression,0.1287988422575977,0.5794988842380074,0.8444910583461248
Logistic Regression,0.1291390728476821,0.5799862136727053,0.8444910583461248
Logistic Regression,0.12916045702930948,0.580706156077313,0.8444910583461248
Logistic Regression,0.12965722801788376,0.5811861176803848,0.8444910583461248
Logistic Regression,0.13024602026049203,0.5814369328296198,0.8444910583461248
Logistic Regression,0.13061074319352464,0.5843609094378069,0.8444910583461248
Logistic Regression,0.13065076999503228,0.5850808518424145,0.8444910583461248
Logistic Regression,0.1309786607799853,0.5855681812771124,0.8444910583461248
